Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
reward,V231,2b,(a) Agent-Patient,Wendy was rewarded by Bob,Bob rewarded Wendy,-22.450843811035156,-26.836885452270508,4.386041641235352
rinse,V022,2b,(a) Agent-Patient,The fork was rinsed by Bob,Bob rinsed the fork,-22.31138801574707,-34.67079544067383,12.359407424926758
rip,V128,2b,(a) Agent-Patient,The jumper was ripped by Bob,Bob ripped the jumper,-23.549503326416016,-32.31755828857422,8.768054962158203
roar,V097,2b,(a) Agent-Patient,The curse was roared by Bob,Bob roared the curse,-22.214052200317383,-34.168941497802734,11.954889297485352
rob,V230,2a,(a) Agent-Patient,Wendy was robbed by Bob,Bob robbed Wendy,-22.277448654174805,-25.89260482788086,3.6151561737060547
roll,V177,2a,(a) Agent-Patient,Wendy was rolled by Bob,Bob rolled Wendy,-21.941123962402344,-26.907001495361328,4.965877532958984
row,V031,2a,(a) Agent-Patient,The boat was rowed by Bob,Bob rowed the boat,-22.894243240356445,-31.751155853271484,8.856912612915039
ruin,V123,2a,(a) Agent-Patient,The carpet was ruined by Bob,Bob ruined the carpet,-21.5820369720459,-31.42000389099121,9.837966918945312
sadden,V332,2b,(b) Theme-Experiencer,Wendy was saddened by Bob,Bob saddened Wendy,-22.652462005615234,-24.89954948425293,2.2470874786376953
sing,V086,2b,(a) Agent-Patient,The chorus was sung by Bob,Bob sang the chorus,-21.30946922302246,-29.702970504760742,8.393501281738281
see,V351,2a,(c) Experiencer-Theme,Wendy was seen by Bob,Bob saw Wendy,-21.354305267333984,-24.459793090820312,3.105487823486328
saw,V044,2a,(a) Agent-Patient,The log was sawn by Bob,Bob sawed the log,-23.174640655517578,-34.55217742919922,11.37753677368164
scare,V333,2a,(b) Theme-Experiencer,Wendy was scared by Bob,Bob scared Wendy,-21.938247680664062,-26.51011848449707,4.571870803833008
scold,V245,2b,(a) Agent-Patient,Wendy was scolded by Bob,Bob scolded Wendy,-22.51544761657715,-27.75802993774414,5.242582321166992
scoop,V007,2b,(a) Agent-Patient,The syryp was scooped by Bob,Bob scooped the syryp,-25.73145294189453,-34.23965072631836,8.508197784423828
scratch,V202,2b,(a) Agent-Patient,Wendy was scratched by Bob,Bob scratched Wendy,-22.207876205444336,-27.080581665039062,4.872705459594727
scream,V098,2a,(a) Agent-Patient,The swear-word was screamed by Bob,Bob screamed the swear-word,-25.36908531188965,-34.14413833618164,8.775053024291992
seal,V052,2b,(a) Agent-Patient,The letter was sealed by Bob,Bob sealed the letter,-20.855247497558594,-29.57982635498047,8.724578857421875
search,V087,2b,(a) Agent-Patient,The park was searched by Bob,Bob searched the park,-20.17243003845215,-30.86180877685547,10.68937873840332
seize,V036,2b,(a) Agent-Patient,The parcel was seized by Bob,Bob seized the parcel,-21.341604232788086,-29.399402618408203,8.057798385620117
sense,V352,2b,(c) Experiencer-Theme,Wendy was sensed by Bob,Bob sensed Wendy,-22.67165184020996,-27.98179817199707,5.310146331787109
send,V027,2a,(a) Agent-Patient,The message was sent by Bob,Bob sent the message,-19.218137741088867,-27.698646545410156,8.480508804321289
sew,V072,2b,(a) Agent-Patient,The material was sewn by Bob,Bob sewed the material,-23.390514373779297,-32.393917083740234,9.003402709960938
shadow,V292,2b,(a) Agent-Patient,Wendy was shadowed by Bob,Bob shadowed Wendy,-22.656343460083008,-27.266632080078125,4.610288619995117
shatter,V129,2a,(a) Agent-Patient,The glass was shattered by Bob,Bob shattered the glass,-21.16124725341797,-29.550491333007812,8.389244079589844
shock,V334,2b,(b) Theme-Experiencer,Wendy was shocked by Bob,Bob shocked Wendy,-22.088848114013672,-24.177955627441406,2.0891075134277344
shake,V216,2b,(a) Agent-Patient,Wendy was shaken by Bob,Bob shook Wendy,-22.28534507751465,-25.44002914428711,3.154684066772461
shoot,V221,2b,(a) Agent-Patient,Wendy was shot by Bob,Bob shot Wendy,-21.37637710571289,-23.937721252441406,2.5613441467285156
shout,V099,2b,(a) Agent-Patient,The warning was shouted by Bob,Bob shouted the warning,-22.691482543945312,-31.345216751098633,8.65373420715332
shove,V183,2a,(a) Agent-Patient,Wendy was shoved by Bob,Bob shoved Wendy,-22.292236328125,-27.36604881286621,5.073812484741211
shovel,V008,2a,(a) Agent-Patient,The soil was shovelled by Bob,Bob shovelled the soil,-23.450740814208984,-33.90327072143555,10.452529907226562
show,V422,2b,(d) Other Passivizable,The outcome was shown by Bob,Bob showed the outcome,-19.607683181762695,-28.646041870117188,9.038358688354492
shrink,V146,2a,(a) Agent-Patient,The shirt was shrunk by Bob,Bob shrank the shirt,-22.442630767822266,-32.02804946899414,9.585418701171875
sicken,V335,2a,(b) Theme-Experiencer,Wendy was sickened by Bob,Bob sickened Wendy,-22.865278244018555,-25.83193588256836,2.9666576385498047
sign,V062,2a,(a) Agent-Patient,The contract was signed by Bob,Bob signed the contract,-20.308610916137695,-27.607162475585938,7.298551559448242
sip,V112,2a,(a) Agent-Patient,The lemonade was sipped by Bob,Bob sipped the lemonade,-24.95510482788086,-35.08579635620117,10.130691528320312
sketch,V064,2a,(a) Agent-Patient,The view was sketched by Bob,Bob sketched the view,-22.80618667602539,-31.223894119262695,8.417707443237305
slap,V194,2b,(a) Agent-Patient,Wendy was slapped by Bob,Bob slapped Wendy,-22.097978591918945,-27.840532302856445,5.7425537109375
slay,V280,2a,(a) Agent-Patient,Wendy was slain by Bob,Bob slayed Wendy,-23.290185928344727,-27.51917266845703,4.228986740112305
slice,V048,2b,(a) Agent-Patient,The cake was sliced by Bob,Bob sliced the cake,-22.787525177001953,-31.913537979125977,9.126012802124023
slide,V178,2b,(a) Agent-Patient,Wendy was slid by Bob,Bob slid Wendy,-22.265119552612305,-28.70897102355957,6.443851470947266
slurp,V113,2b,(a) Agent-Patient,The stew was slurped by Bob,Bob slurped the stew,-24.12902069091797,-35.0357666015625,10.906745910644531
smash,V130,2b,(a) Agent-Patient,The window was smashed by Bob,Bob smashed the window,-20.840665817260742,-29.085561752319336,8.244895935058594
smell,V353,2a,(c) Experiencer-Theme,Wendy was smelt by Bob,Bob smelt Wendy,-23.09211540222168,-29.535966873168945,6.443851470947266
snap,V131,2a,(a) Agent-Patient,The stick was snapped by Bob,Bob snapped the stick,-22.239181518554688,-32.324859619140625,10.085678100585938
soak,V169,2b,(a) Agent-Patient,Wendy was soaked by Bob,Bob soaked Wendy,-22.240938186645508,-28.68478775024414,6.443849563598633
sell,V032,2a,(a) Agent-Patient,The toy was sold by Bob,Bob sold the toy,-20.221017837524414,-28.819618225097656,8.598600387573242
spy on,V364,2b,(c) Experiencer-Theme,Wendy was spied on by Bob,Bob spied on Wendy,-23.527149200439453,-29.386123657226562,5.858974456787109
spill,V010,2a,(a) Agent-Patient,The coffee was spilt by Bob,Bob spilt the coffee,-23.699657440185547,-33.49935531616211,9.799697875976562
splash,V165,2b,(a) Agent-Patient,Wendy was splashed by Bob,Bob splashed Wendy,-22.61441421508789,-29.058265686035156,6.443851470947266
splatter,V164,2a,(a) Agent-Patient,Wendy was splattered by Bob,Bob splattered Wendy,-23.40616798400879,-29.850019454956055,6.443851470947266
split,V132,2a,(a) Agent-Patient,The sleeve was split by Bob,Bob split the sleeve,-21.140235900878906,-31.776948928833008,10.636713027954102
speak to,V263,2b,(a) Agent-Patient,Wendy was spoken to by Bob,Bob spoke to Wendy,-22.616987228393555,-28.545299530029297,5.928312301635742
spot,V363,2a,(c) Experiencer-Theme,Wendy was spotted by Bob,Bob spotted Wendy,-21.845550537109375,-24.463909149169922,2.618358612060547
spray,V166,2a,(a) Agent-Patient,Wendy was sprayed by Bob,Bob sprayed Wendy,-22.508256912231445,-25.561431884765625,3.0531749725341797
spin,V163,2b,(a) Agent-Patient,Wendy was spun by Bob,Bob spun Wendy,-22.07430648803711,-27.91178321838379,5.83747673034668
squabble with,V252,2b,(a) Agent-Patient,Wendy was squabbled with by Bob,Bob squabbled with Wendy,-26.403322219848633,-32.77460861206055,6.371286392211914
squash,V217,2a,(a) Agent-Patient,Wendy was squashed by Bob,Bob squashed Wendy,-22.748512268066406,-29.19236183166504,6.443849563598633
squeeze,V218,2b,(a) Agent-Patient,Wendy was squeezed by Bob,Bob squeezed Wendy,-22.10933494567871,-27.123779296875,5.014444351196289
squirt,V167,2b,(a) Agent-Patient,Wendy was squirted by Bob,Bob squirted Wendy,-23.290185928344727,-29.734037399291992,6.443851470947266
squish,V219,2a,(a) Agent-Patient,Wendy was squished by Bob,Bob squished Wendy,-23.290185928344727,-29.734037399291992,6.443851470947266
stab,V283,2a,(a) Agent-Patient,Wendy was stabbed by Bob,Bob stabbed Wendy,-22.117210388183594,-25.852523803710938,3.7353134155273438
stain,V014,2b,(a) Agent-Patient,The shirt was stained by Bob,Bob stained the shirt,-22.431293487548828,-30.748937606811523,8.317644119262695
stammer,V100,2a,(a) Agent-Patient,The answer was stammered by Bob,Bob stammered the answer,-21.728334426879883,-32.90461730957031,11.17628288269043
staple,V053,2a,(a) Agent-Patient,The card was stapled by Bob,Bob stapled the card,-21.872528076171875,-32.91468811035156,11.042160034179688
stare at,V369,2b,(c) Experiencer-Theme,Wendy was stared at by Bob,Bob stared at Wendy,-23.19683837890625,-29.518606185913086,6.321767807006836
start,V152,2b,(a) Agent-Patient,The journey was started by Bob,Bob started the journey,-20.178260803222656,-29.803850173950195,9.625589370727539
startle,V336,2b,(b) Theme-Experiencer,Wendy was startled by Bob,Bob startled Wendy,-22.339933395385742,-24.92961883544922,2.5896854400634766
steal,V024,2b,(a) Agent-Patient,The ring was stolen by Bob,Bob stole the ring,-20.50223159790039,-29.284467697143555,8.782236099243164
stop,V226,2a,(a) Agent-Patient,Wendy was stopped by Bob,Bob stopped Wendy,-21.42801856994629,-24.683691024780273,3.2556724548339844
store,V042,2b,(a) Agent-Patient,The paperwork was stored by Bob,Bob stored the paperwork,-21.935787200927734,-29.447837829589844,7.512050628662109
strangle,V284,2b,(a) Agent-Patient,Wendy was strangled by Bob,Bob strangled Wendy,-22.40167808532715,-26.074668884277344,3.6729907989501953
stroke,V207,2b,(a) Agent-Patient,Wendy was stroked by Bob,Bob stroked Wendy,-22.741086959838867,-29.184938430786133,6.443851470947266
study,V039,2b,(a) Agent-Patient,The map was studied by Bob,Bob studied the map,-19.773908615112305,-29.849159240722656,10.075250625610352
stun,V337,2a,(b) Theme-Experiencer,Wendy was stunned by Bob,Bob stunned Wendy,-21.98235511779785,-25.015705108642578,3.0333499908447266
succumb to,V403,2b,(d) Other Passivizable,The pressure was succumbed to by Bob,Bob succumbed to the pressure,-21.32041358947754,-33.33516311645508,12.014749526977539
suck,V114,2a,(a) Agent-Patient,The lollipop was sucked by Bob,Bob sucked the lollipop,-23.711612701416016,-33.37797927856445,9.666366577148438
suffocate,V285,2a,(a) Agent-Patient,Wendy was suffocated by Bob,Bob suffocated Wendy,-23.16590118408203,-29.609752655029297,6.443851470947266
suggest,V423,2a,(d) Other Passivizable,The holiday was suggested by Bob,Bob suggested the holiday,-20.19985580444336,-29.97743034362793,9.77757453918457
support,V378,2a,(c) Experiencer-Theme,Wendy was supported by Bob,Bob supported Wendy,-21.586997985839844,-24.020822525024414,2.4338245391845703
surprise,V338,2b,(b) Theme-Experiencer,Wendy was surprised by Bob,Bob surprised Wendy,-22.04141616821289,-24.036842346191406,1.9954261779785156
swallow,V117,2b,(a) Agent-Patient,The medicine was swallowed by Bob,Bob swallowed the medicine,-22.795692443847656,-33.059791564941406,10.26409912109375
sweep,V023,2a,(a) Agent-Patient,The room was swept by Bob,Bob swept the room,-19.86360740661621,-30.463390350341797,10.599782943725586
tail,V293,2a,(a) Agent-Patient,Wendy was tailed by Bob,Bob tailed Wendy,-22.95059585571289,-27.931373596191406,4.980777740478516
talk to,V264,2a,(a) Agent-Patient,Wendy was talked to by Bob,Bob talked to Wendy,-22.859838485717773,-28.47706413269043,5.617225646972656
tap,V195,2a,(a) Agent-Patient,Wendy was tapped by Bob,Bob tapped Wendy,-22.253259658813477,-25.670480728149414,3.4172210693359375
taste,V397,2b,(c) Experiencer-Theme,The sauce was tasted by Bob,Bob tasted the sauce,-22.431594848632812,-33.24931335449219,10.817718505859375
teach,V227,2a,(a) Agent-Patient,Wendy was taught by Bob,Bob taught Wendy,-21.861248016357422,-25.202205657958984,3.3409576416015625
tease,V339,2b,(b) Theme-Experiencer,Wendy was teased by Bob,Bob teased Wendy,-22.11983299255371,-26.471616744995117,4.351783752441406
terrify,V340,2a,(b) Theme-Experiencer,Wendy was terrified by Bob,Bob terrified Wendy,-22.059528350830078,-25.337114334106445,3.277585983276367
terrorize,V341,2b,(b) Theme-Experiencer,Wendy was terrorized by Bob,Bob terrorized Wendy,-22.811147689819336,-29.2549991607666,6.443851470947266
thank,V239,2b,(a) Agent-Patient,Wendy was thanked by Bob,Bob thanked Wendy,-22.223873138427734,-28.667724609375,6.443851470947266
threaten,V342,2b,(b) Theme-Experiencer,Wendy was threatened by Bob,Bob threatened Wendy,-21.796728134155273,-25.307117462158203,3.5103893280029297
throw,V190,2b,(a) Agent-Patient,Wendy was thrown by Bob,Bob threw Wendy,-21.784805297851562,-25.532588958740234,3.747783660888672
thump,V196,2a,(a) Agent-Patient,Wendy was thumped by Bob,Bob thumped Wendy,-23.09211540222168,-29.535966873168945,6.443851470947266
tickle,V208,2a,(a) Agent-Patient,Wendy was tickled by Bob,Bob tickled Wendy,-22.811147689819336,-26.34088134765625,3.529733657836914
tie,V054,2b,(a) Agent-Patient,The bow was tied by Bob,Bob tied the bow,-20.98294448852539,-30.282094955444336,9.299150466918945
toast,V142,2a,(a) Agent-Patient,The sandwich was toasted by Bob,Bob toasted the sandwich,-22.523086547851562,-33.578609466552734,11.055522918701172
tell off,V246,2a,(a) Agent-Patient,Wendy was told off by Bob,Bob told off Wendy,-24.891260147094727,-28.42545509338379,3.5341949462890625
tell,V092,2b,(a) Agent-Patient,The joke was told by Bob,Bob told the joke,-19.339290618896484,-29.514955520629883,10.175664901733398
tolerate,V379,2b,(c) Experiencer-Theme,Wendy was tolerated by Bob,Bob tolerated Wendy,-22.40789222717285,-26.686899185180664,4.2790069580078125
take,V025,2a,(a) Agent-Patient,The jewelry was taken by Bob,Bob took the jewelry,-20.68514060974121,-28.996137619018555,8.310997009277344
tear,V133,2b,(a) Agent-Patient,The paper was torn by Bob,Bob tore the paper,-20.399412155151367,-29.48780059814453,9.088388442993164
touch,V209,2b,(a) Agent-Patient,Wendy was touched by Bob,Bob touched Wendy,-21.88915252685547,-25.50199317932129,3.6128406524658203
track,V294,2b,(a) Agent-Patient,Wendy was tracked by Bob,Bob tracked Wendy,-21.937477111816406,-25.493099212646484,3.555622100830078
trail,V295,2a,(a) Agent-Patient,Wendy was trailed by Bob,Bob trailed Wendy,-22.53144073486328,-27.905078887939453,5.373638153076172
trap,V170,2a,(a) Agent-Patient,Wendy was trapped by Bob,Bob trapped Wendy,-21.95171356201172,-25.343040466308594,3.391326904296875
trip,V301,2b,(a) Agent-Patient,Wendy was tripped by Bob,Bob tripped Wendy,-22.82845115661621,-29.272302627563477,6.443851470947266
trust,V380,2b,(c) Experiencer-Theme,Wendy was trusted by Bob,Bob trusted Wendy,-21.929317474365234,-27.898902893066406,5.969585418701172
twist,V012,2b,(a) Agent-Patient,The string was twisted by Bob,Bob twisted the string,-22.04021644592285,-31.39980697631836,9.359590530395508
type,V065,2b,(a) Agent-Patient,The article was typed by Bob,Bob typed the article,-20.759389877319336,-31.602888107299805,10.843498229980469
unbolt,V057,2b,(a) Agent-Patient,The door was unbolted by Bob,Bob unbolted the door,-23.025192260742188,-33.33560562133789,10.310413360595703
understand,V381,2b,(c) Experiencer-Theme,Wendy was understood by Bob,Bob understood Wendy,-21.893247604370117,-26.10346221923828,4.210214614868164
undergo,V402,2a,(d) Other Passivizable,The ordeal was undergone by Bob,Bob underwent the ordeal,-21.71689224243164,-34.51804733276367,12.801155090332031
unlock,V058,2a,(a) Agent-Patient,The bike was unlocked by Bob,Bob unlocked the bike,-21.329010009765625,-31.492544174194336,10.163534164428711
untie,V211,2a,(a) Agent-Patient,Wendy was untied by Bob,Bob untied Wendy,-23.16590118408203,-29.609752655029297,6.443851470947266
unzip,V059,2b,(a) Agent-Patient,The jacket was unzipped by Bob,Bob unzipped the jacket,-22.58858871459961,-33.406341552734375,10.817752838134766
upset,V343,2a,(b) Theme-Experiencer,Wendy was upset by Bob,Bob upset Wendy,-21.79568099975586,-25.41008758544922,3.6144065856933594
varnish,V061,2b,(a) Agent-Patient,The table was varnished by Bob,Bob varnished the table,-22.13720703125,-33.422725677490234,11.285518646240234
visit,V261,2a,(a) Agent-Patient,Wendy was visited by Bob,Bob visited Wendy,-21.595726013183594,-25.038131713867188,3.4424057006835938
want,V399,2b,(c) Experiencer-Theme,The drink was wanted by Bob,Bob wanted the drink,-21.007831573486328,-31.368410110473633,10.360578536987305
warn,V270,2b,(a) Agent-Patient,Wendy was warned by Bob,Bob warned Wendy,-21.64447021484375,-27.235790252685547,5.591320037841797
abandon,V286,2a,(a) Agent-Patient,Bob was abandonned by Wendy,Wendy abandonned Bob,-23.283809661865234,-29.7276611328125,6.443851470947266
accompany,V296,2a,(a) Agent-Patient,Bob was accompanied by Wendy,Wendy accompanied Bob,-22.437740325927734,-23.369930267333984,0.93218994140625
admire,V346,2a,(c) Experiencer-Theme,Bob was admired by Wendy,Wendy admired Bob,-22.156875610351562,-27.1644287109375,5.0075531005859375
adore,V347,2b,(c) Experiencer-Theme,Bob was adored by Wendy,Wendy adored Bob,-22.456661224365234,-28.900514602661133,6.443853378295898
advise,V268,2a,(a) Agent-Patient,Bob was advised by Wendy,Wendy advised Bob,-21.868940353393555,-25.502601623535156,3.6336612701416016
aggravate,V302,2b,(b) Theme-Experiencer,Bob was aggravated by Wendy,Wendy aggravated Bob,-22.288822174072266,-27.113204956054688,4.824382781982422
agree with,V247,2b,(a) Agent-Patient,Bob was agreed with by Wendy,Wendy agreed with Bob,-22.659469604492188,-27.734224319458008,5.07475471496582
amaze,V303,2a,(b) Theme-Experiencer,Bob was amazed by Wendy,Wendy amazed Bob,-22.54262924194336,-25.503442764282227,2.960813522338867
amuse,V304,2b,(b) Theme-Experiencer,Bob was amused by Wendy,Wendy amused Bob,-22.34988021850586,-25.64507293701172,3.2951927185058594
anger,V305,2a,(b) Theme-Experiencer,Bob was angered by Wendy,Wendy angered Bob,-22.329730987548828,-24.88406753540039,2.5543365478515625
annoy,V306,2b,(b) Theme-Experiencer,Bob was annoyed by Wendy,Wendy annoyed Bob,-22.17559242248535,-25.069934844970703,2.8943424224853516
appluad,V220,2b,(a) Agent-Patient,Bob was appluaded by Wendy,Wendy appluaded Bob,-23.283809661865234,-29.7276611328125,6.443851470947266
appreciate,V370,2a,(c) Experiencer-Theme,Bob was appreciated by Wendy,Wendy appreciated Bob,-22.10369873046875,-27.252513885498047,5.148815155029297
argue with,V248,2a,(a) Agent-Patient,Bob was argued with by Wendy,Wendy argued with Bob,-24.048892974853516,-29.945402145385742,5.896509170532227
assassinate,V228,2b,(a) Agent-Patient,Bob was assassinated by Wendy,Wendy assassinated Bob,-22.482566833496094,-24.39959144592285,1.9170246124267578
astonish,V307,2a,(b) Theme-Experiencer,Bob was astonished by Wendy,Wendy astonished Bob,-22.511404037475586,-25.24452018737793,2.7331161499023438
avoid,V223,2a,(a) Agent-Patient,Bob was avoided by Wendy,Wendy avoided Bob,-21.856916427612305,-25.73488998413086,3.8779735565185547
banish,V229,2b,(a) Agent-Patient,Bob was banished by Wendy,Wendy banished Bob,-22.44217872619629,-27.939109802246094,5.496931076049805
believe,V371,2a,(c) Experiencer-Theme,Bob was believed by Wendy,Wendy believed Bob,-21.778413772583008,-25.392820358276367,3.6144065856933594
bite,V198,2a,(a) Agent-Patient,Bob was bitten by Wendy,Wendy bit Bob,-21.880645751953125,-25.114398956298828,3.233753204345703
bother,V308,2a,(b) Theme-Experiencer,Bob was bothered by Wendy,Wendy bothered Bob,-22.28385353088379,-25.04123306274414,2.7573795318603516
call,V262,2a,(a) Agent-Patient,Bob was called by Wendy,Wendy called Bob,-20.859848022460938,-24.991966247558594,4.132118225097656
calm,V309,2b,(b) Theme-Experiencer,Bob was calmed by Wendy,Wendy calmed Bob,-22.70095443725586,-29.144805908203125,6.443851470947266
capture,V154,2b,(a) Agent-Patient,Bob was captured by Wendy,Wendy captured Bob,-21.616374969482422,-23.879444122314453,2.2630691528320312
carry,V179,2b,(a) Agent-Patient,Bob was carried by Wendy,Wendy carried Bob,-21.818023681640625,-24.584205627441406,2.7661819458007812
catch,V184,2b,(a) Agent-Patient,Bob was caught by Wendy,Wendy caught Bob,-21.63869285583496,-24.61200714111328,2.9733142852783203
chase,V289,2b,(a) Agent-Patient,Bob was chased by Wendy,Wendy chased Bob,-22.264053344726562,-27.199350357055664,4.935297012329102
chat to,V265,2a,(a) Agent-Patient,Bob was chatted to by Wendy,Wendy chatted to Bob,-25.011655807495117,-31.230632781982422,6.218976974487305
cheer up,V310,2a,(b) Theme-Experiencer,Bob was cheered up by Wendy,Wendy cheered up Bob,-26.262250900268555,-31.059253692626953,4.797002792358398
choose,V185,2a,(a) Agent-Patient,Bob was chosen by Wendy,Wendy chose Bob,-21.770511627197266,-24.56058120727539,2.790069580078125
claw,V199,2b,(a) Agent-Patient,Bob was clawed by Wendy,Wendy clawed Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
clean,V173,2b,(a) Agent-Patient,Bob was cleaned by Wendy,Wendy cleaned Bob,-22.247047424316406,-27.534473419189453,5.287425994873047
comfort,V311,2a,(b) Theme-Experiencer,Bob was comforted by Wendy,Wendy comforted Bob,-22.480283737182617,-25.772663116455078,3.292379379272461
compliment,V233,2a,(a) Agent-Patient,Bob was complimented by Wendy,Wendy complimented Bob,-22.462390899658203,-26.99297332763672,4.530582427978516
congratulate,V234,2b,(a) Agent-Patient,Bob was congratulated by Wendy,Wendy congratulated Bob,-22.47625732421875,-27.0712947845459,4.595037460327148
converse with,V266,2b,(a) Agent-Patient,Bob was conversed with by Wendy,Wendy conversed with Bob,-26.409698486328125,-32.78098678588867,6.371288299560547
cooperate with,V249,2b,(a) Agent-Patient,Bob was cooperated with by Wendy,Wendy cooperated with Bob,-23.773530960083008,-30.144821166992188,6.37129020690918
copy,V212,2a,(a) Agent-Patient,Bob was copied by Wendy,Wendy copied Bob,-22.115726470947266,-25.594995498657227,3.479269027709961
court,V253,2b,(a) Agent-Patient,Bob was courted by Wendy,Wendy courted Bob,-22.43889045715332,-26.992677688598633,4.5537872314453125
cover,V168,2b,(a) Agent-Patient,Bob was covered by Wendy,Wendy covered Bob,-21.739421844482422,-24.075054168701172,2.33563232421875
criticize,V241,2a,(a) Agent-Patient,Bob was criticized by Wendy,Wendy criticized Bob,-21.881153106689453,-24.67475128173828,2.793598175048828
crush,V157,2b,(a) Agent-Patient,Bob was crushed by Wendy,Wendy crushed Bob,-22.03165054321289,-24.647586822509766,2.615936279296875
cuddle,V254,2a,(a) Agent-Patient,Bob was cuddled by Wendy,Wendy cuddled Bob,-23.283809661865234,-29.7276611328125,6.443851470947266
cut,V210,2a,(a) Agent-Patient,Bob was cut by Wendy,Wendy cut Bob,-21.46337127685547,-25.275577545166016,3.812206268310547
date,V255,2b,(a) Agent-Patient,Bob was dated by Wendy,Wendy dated Bob,-21.822612762451172,-26.238313674926758,4.415700912475586
dazzle,V312,2b,(b) Theme-Experiencer,Bob was dazzled by Wendy,Wendy dazzled Bob,-22.865278244018555,-25.83193588256836,2.9666576385498047
depress,V313,2a,(b) Theme-Experiencer,Bob was depressed by Wendy,Wendy depressed Bob,-21.911514282226562,-27.145360946655273,5.233846664428711
desert,V287,2b,(a) Agent-Patient,Bob was deserted by Wendy,Wendy deserted Bob,-22.258380889892578,-26.946617126464844,4.688236236572266
despise,V383,2a,(c) Experiencer-Theme,Bob was despised by Wendy,Wendy despised Bob,-22.356281280517578,-25.58823013305664,3.2319488525390625
detest,V384,2b,(c) Experiencer-Theme,Bob was detested by Wendy,Wendy detested Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
disagree with,V250,2a,(a) Agent-Patient,Bob was disagreed with by Wendy,Wendy disagreed with Bob,-22.7910213470459,-29.162311553955078,6.37129020690918
discover,V354,2a,(c) Experiencer-Theme,Bob was discovered by Wendy,Wendy discovered Bob,-21.638999938964844,-23.959758758544922,2.320758819580078
disgust,V314,2a,(b) Theme-Experiencer,Bob was disgusted by Wendy,Wendy disgusted Bob,-22.38405990600586,-25.695892333984375,3.3118324279785156
dislike,V385,2a,(c) Experiencer-Theme,Bob was disliked by Wendy,Wendy disliked Bob,-22.53197479248047,-28.975826263427734,6.443851470947266
dispatch,V275,2a,(a) Agent-Patient,Bob was dispatched by Wendy,Wendy dispatched Bob,-22.452970504760742,-28.896820068359375,6.443849563598633
distract,V315,2b,(b) Theme-Experiencer,Bob was distracted by Wendy,Wendy distracted Bob,-22.181838989257812,-26.207149505615234,4.025310516357422
distrust,V386,2b,(c) Experiencer-Theme,Bob was distrusted by Wendy,Wendy distrusted Bob,-23.290185928344727,-29.734037399291992,6.443851470947266
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy,Wendy disturbed Bob,-22.173721313476562,-25.70405387878418,3.530332565307617
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy,Wendy divorced Bob,-22.00238609313965,-27.41409683227539,5.411710739135742
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy,Wendy dodged Bob,-22.553497314453125,-28.99734878540039,6.443851470947266
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy,Wendy dragged Bob,-22.032878875732422,-25.997711181640625,3.964832305908203
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy,Wendy dreaded Bob,-22.502138137817383,-28.94598960876465,6.443851470947266
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy,Wendy dressed Bob,-22.06543731689453,-26.152259826660156,4.086822509765625
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy,Wendy dropped Bob,-21.539939880371094,-24.81551742553711,3.2755775451660156
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy,Wendy drowned Bob,-22.13965606689453,-28.583505630493164,6.443849563598633
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy,Wendy ate Bob,-21.862590789794922,-25.210521697998047,3.347930908203125
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy,Wendy eliminated Bob,-22.017656326293945,-25.574871063232422,3.5572147369384766
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy,Wendy eluded Bob,-22.445785522460938,-28.889636993408203,6.443851470947266
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy,Wendy embarassed Bob,-23.283809661865234,-29.7276611328125,6.443851470947266
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy,Wendy embraced Bob,-21.977306365966797,-25.82240104675293,3.845094680786133
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy,Wendy encouraged Bob,-21.88351821899414,-25.00897979736328,3.1254615783691406
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy,Wendy enraged Bob,-22.311920166015625,-25.262697219848633,2.950777053833008
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy,Wendy entertained Bob,-22.271320343017578,-26.929243087768555,4.657922744750977
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy,Wendy envied Bob,-22.95059585571289,-27.810190200805664,4.859594345092773
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy,Wendy escorted Bob,-22.346155166625977,-25.501197814941406,3.1550426483154297
