Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
stain,V014,2b,(a) Agent-Patient,The shirt was stained by Bob,Bob stained the shirt,-27.777454376220703,-34.915931701660156,7.138477325439453
stammer,V100,2a,(a) Agent-Patient,The answer was stammered by Bob,Bob stammered the answer,-30.89580726623535,-46.60878372192383,15.712976455688477
staple,V053,2a,(a) Agent-Patient,The card was stapled by Bob,Bob stapled the card,-28.975500106811523,-42.54547882080078,13.569978713989258
stare at,V369,2b,(c) Experiencer-Theme,Wendy was stared at by Bob,Bob stared at Wendy,-27.882719039916992,-43.62099838256836,15.738279342651367
start,V152,2b,(a) Agent-Patient,The journey was started by Bob,Bob started the journey,-19.417837142944336,-27.44763946533203,8.029802322387695
startle,V336,2b,(b) Theme-Experiencer,Wendy was startled by Bob,Bob startled Wendy,-30.440208435058594,-33.91303253173828,3.4728240966796875
steal,V024,2b,(a) Agent-Patient,The ring was stolen by Bob,Bob stole the ring,-23.580087661743164,-32.658912658691406,9.078824996948242
stop,V226,2a,(a) Agent-Patient,Wendy was stopped by Bob,Bob stopped Wendy,-25.66004180908203,-31.2333984375,5.573356628417969
store,V042,2b,(a) Agent-Patient,The paperwork was stored by Bob,Bob stored the paperwork,-26.623804092407227,-35.884063720703125,9.260259628295898
strangle,V284,2b,(a) Agent-Patient,Wendy was strangled by Bob,Bob strangled Wendy,-28.446468353271484,-37.30048751831055,8.854019165039062
stroke,V207,2b,(a) Agent-Patient,Wendy was stroked by Bob,Bob stroked Wendy,-33.2550163269043,-42.04498291015625,8.789966583251953
study,V039,2b,(a) Agent-Patient,The map was studied by Bob,Bob studied the map,-24.34818458557129,-29.80019760131836,5.45201301574707
stun,V337,2a,(b) Theme-Experiencer,Wendy was stunned by Bob,Bob stunned Wendy,-28.044445037841797,-31.00274658203125,2.958301544189453
succumb to,V403,2b,(d) Other Passivizable,The pressure was succumbed to by Bob,Bob succumbed to the pressure,-22.0986328125,-46.6043586730957,24.505725860595703
suck,V114,2a,(a) Agent-Patient,The lollipop was sucked by Bob,Bob sucked the lollipop,-36.186275482177734,-50.09274673461914,13.906471252441406
suffocate,V285,2a,(a) Agent-Patient,Wendy was suffocated by Bob,Bob suffocated Wendy,-33.72754669189453,-40.889854431152344,7.1623077392578125
suggest,V423,2a,(d) Other Passivizable,The holiday was suggested by Bob,Bob suggested the holiday,-26.44819450378418,-32.74329376220703,6.295099258422852
support,V378,2a,(c) Experiencer-Theme,Wendy was supported by Bob,Bob supported Wendy,-29.067602157592773,-31.41054344177246,2.3429412841796875
surprise,V338,2b,(b) Theme-Experiencer,Wendy was surprised by Bob,Bob surprised Wendy,-25.507076263427734,-31.346656799316406,5.839580535888672
swallow,V117,2b,(a) Agent-Patient,The medicine was swallowed by Bob,Bob swallowed the medicine,-24.75527572631836,-38.06038284301758,13.305107116699219
sweep,V023,2a,(a) Agent-Patient,The room was swept by Bob,Bob swept the room,-21.424028396606445,-34.97624969482422,13.552221298217773
tail,V293,2a,(a) Agent-Patient,Wendy was tailed by Bob,Bob tailed Wendy,-32.72816848754883,-38.478782653808594,5.750614166259766
talk to,V264,2a,(a) Agent-Patient,Wendy was talked to by Bob,Bob talked to Wendy,-22.795665740966797,-34.46188735961914,11.666221618652344
tap,V195,2a,(a) Agent-Patient,Wendy was tapped by Bob,Bob tapped Wendy,-26.87481689453125,-33.372257232666016,6.497440338134766
taste,V397,2b,(c) Experiencer-Theme,The sauce was tasted by Bob,Bob tasted the sauce,-25.560405731201172,-43.75396728515625,18.193561553955078
teach,V227,2a,(a) Agent-Patient,Wendy was taught by Bob,Bob taught Wendy,-30.74106788635254,-33.662559509277344,2.9214916229248047
tease,V339,2b,(b) Theme-Experiencer,Wendy was teased by Bob,Bob teased Wendy,-27.546512603759766,-33.85931396484375,6.312801361083984
terrify,V340,2a,(b) Theme-Experiencer,Wendy was terrified by Bob,Bob terrified Wendy,-29.136241912841797,-34.57251739501953,5.436275482177734
terrorize,V341,2b,(b) Theme-Experiencer,Wendy was terrorized by Bob,Bob terrorized Wendy,-30.323917388916016,-38.11128234863281,7.787364959716797
thank,V239,2b,(a) Agent-Patient,Wendy was thanked by Bob,Bob thanked Wendy,-27.49106216430664,-38.47748565673828,10.98642349243164
threaten,V342,2b,(b) Theme-Experiencer,Wendy was threatened by Bob,Bob threatened Wendy,-28.476451873779297,-32.53214645385742,4.055694580078125
throw,V190,2b,(a) Agent-Patient,Wendy was thrown by Bob,Bob threw Wendy,-32.23876190185547,-32.8423957824707,0.6036338806152344
thump,V196,2a,(a) Agent-Patient,Wendy was thumped by Bob,Bob thumped Wendy,-33.539306640625,-42.966148376464844,9.426841735839844
tickle,V208,2a,(a) Agent-Patient,Wendy was tickled by Bob,Bob tickled Wendy,-33.905399322509766,-40.57036590576172,6.664966583251953
tie,V054,2b,(a) Agent-Patient,The bow was tied by Bob,Bob tied the bow,-21.156675338745117,-37.373172760009766,16.21649742126465
toast,V142,2a,(a) Agent-Patient,The sandwich was toasted by Bob,Bob toasted the sandwich,-27.973953247070312,-41.665748596191406,13.691795349121094
tell off,V246,2a,(a) Agent-Patient,Wendy was told off by Bob,Bob told off Wendy,-34.72754669189453,-38.691776275634766,3.9642295837402344
tell,V092,2b,(a) Agent-Patient,The joke was told by Bob,Bob told the joke,-21.01382827758789,-30.153352737426758,9.139524459838867
tolerate,V379,2b,(c) Experiencer-Theme,Wendy was tolerated by Bob,Bob tolerated Wendy,-31.066192626953125,-38.496826171875,7.430633544921875
take,V025,2a,(a) Agent-Patient,The jewelry was taken by Bob,Bob took the jewelry,-22.893436431884766,-33.26638412475586,10.372947692871094
tear,V133,2b,(a) Agent-Patient,The paper was torn by Bob,Bob tore the paper,-27.24601173400879,-36.4940185546875,9.248006820678711
touch,V209,2b,(a) Agent-Patient,Wendy was touched by Bob,Bob touched Wendy,-28.830490112304688,-32.97182846069336,4.141338348388672
track,V294,2b,(a) Agent-Patient,Wendy was tracked by Bob,Bob tracked Wendy,-27.922504425048828,-34.79810333251953,6.875598907470703
trail,V295,2a,(a) Agent-Patient,Wendy was trailed by Bob,Bob trailed Wendy,-29.708770751953125,-36.862884521484375,7.15411376953125
trap,V170,2a,(a) Agent-Patient,Wendy was trapped by Bob,Bob trapped Wendy,-26.97621726989746,-35.381568908691406,8.405351638793945
trip,V301,2b,(a) Agent-Patient,Wendy was tripped by Bob,Bob tripped Wendy,-29.740245819091797,-38.08446502685547,8.344219207763672
trust,V380,2b,(c) Experiencer-Theme,Wendy was trusted by Bob,Bob trusted Wendy,-26.99069595336914,-33.57051086425781,6.579814910888672
twist,V012,2b,(a) Agent-Patient,The string was twisted by Bob,Bob twisted the string,-23.86834144592285,-34.55641174316406,10.688070297241211
type,V065,2b,(a) Agent-Patient,The article was typed by Bob,Bob typed the article,-24.89832305908203,-33.75065994262695,8.852336883544922
unbolt,V057,2b,(a) Agent-Patient,The door was unbolted by Bob,Bob unbolted the door,-34.00559997558594,-45.96925354003906,11.963653564453125
understand,V381,2b,(c) Experiencer-Theme,Wendy was understood by Bob,Bob understood Wendy,-25.955533981323242,-34.015018463134766,8.059484481811523
undergo,V402,2a,(d) Other Passivizable,The ordeal was undergone by Bob,Bob underwent the ordeal,-28.4101619720459,-42.04186248779297,13.63170051574707
unlock,V058,2a,(a) Agent-Patient,The bike was unlocked by Bob,Bob unlocked the bike,-26.87220001220703,-36.62590789794922,9.753707885742188
untie,V211,2a,(a) Agent-Patient,Wendy was untied by Bob,Bob untied Wendy,-34.65852355957031,-43.165985107421875,8.507461547851562
unzip,V059,2b,(a) Agent-Patient,The jacket was unzipped by Bob,Bob unzipped the jacket,-29.476337432861328,-44.68356704711914,15.207229614257812
upset,V343,2a,(b) Theme-Experiencer,Wendy was upset by Bob,Bob upset Wendy,-28.523334503173828,-31.171234130859375,2.647899627685547
varnish,V061,2b,(a) Agent-Patient,The table was varnished by Bob,Bob varnished the table,-29.826383590698242,-43.7637825012207,13.937398910522461
visit,V261,2a,(a) Agent-Patient,Wendy was visited by Bob,Bob visited Wendy,-24.702930450439453,-31.495765686035156,6.792835235595703
want,V399,2b,(c) Experiencer-Theme,The drink was wanted by Bob,Bob wanted the drink,-23.546968460083008,-33.015499114990234,9.468530654907227
warn,V270,2b,(a) Agent-Patient,Wendy was warned by Bob,Bob warned Wendy,-25.435359954833984,-32.6402587890625,7.204898834228516
abandon,V286,2a,(a) Agent-Patient,Bob was abandonned by Wendy,Wendy abandonned Bob,-44.02799987792969,-42.37153244018555,-1.6564674377441406
accompany,V296,2a,(a) Agent-Patient,Bob was accompanied by Wendy,Wendy accompanied Bob,-30.629837036132812,-27.81612777709961,-2.813709259033203
admire,V346,2a,(c) Experiencer-Theme,Bob was admired by Wendy,Wendy admired Bob,-29.83928680419922,-35.51776885986328,5.6784820556640625
adore,V347,2b,(c) Experiencer-Theme,Bob was adored by Wendy,Wendy adored Bob,-31.691322326660156,-31.632915496826172,-0.058406829833984375
advise,V268,2a,(a) Agent-Patient,Bob was advised by Wendy,Wendy advised Bob,-28.973283767700195,-26.672866821289062,-2.300416946411133
aggravate,V302,2b,(b) Theme-Experiencer,Bob was aggravated by Wendy,Wendy aggravated Bob,-30.764379501342773,-36.213016510009766,5.448637008666992
agree with,V247,2b,(a) Agent-Patient,Bob was agreed with by Wendy,Wendy agreed with Bob,-28.7962703704834,-35.98484802246094,7.188577651977539
amaze,V303,2a,(b) Theme-Experiencer,Bob was amazed by Wendy,Wendy amazed Bob,-31.532915115356445,-31.11894989013672,-0.41396522521972656
amuse,V304,2b,(b) Theme-Experiencer,Bob was amused by Wendy,Wendy amused Bob,-30.766048431396484,-29.79650115966797,-0.9695472717285156
anger,V305,2a,(b) Theme-Experiencer,Bob was angered by Wendy,Wendy angered Bob,-28.85382652282715,-29.147554397583008,0.2937278747558594
annoy,V306,2b,(b) Theme-Experiencer,Bob was annoyed by Wendy,Wendy annoyed Bob,-31.559280395507812,-28.90250015258789,-2.656780242919922
appluad,V220,2b,(a) Agent-Patient,Bob was appluaded by Wendy,Wendy appluaded Bob,-40.50237274169922,-38.60614776611328,-1.8962249755859375
appreciate,V370,2a,(c) Experiencer-Theme,Bob was appreciated by Wendy,Wendy appreciated Bob,-29.42058753967285,-32.01155090332031,2.590963363647461
argue with,V248,2a,(a) Agent-Patient,Bob was argued with by Wendy,Wendy argued with Bob,-28.165958404541016,-37.41633224487305,9.250373840332031
assassinate,V228,2b,(a) Agent-Patient,Bob was assassinated by Wendy,Wendy assassinated Bob,-30.42267417907715,-29.339881896972656,-1.0827922821044922
astonish,V307,2a,(b) Theme-Experiencer,Bob was astonished by Wendy,Wendy astonished Bob,-31.36372947692871,-31.385601043701172,0.021871566772460938
avoid,V223,2a,(a) Agent-Patient,Bob was avoided by Wendy,Wendy avoided Bob,-31.50386619567871,-31.893449783325195,0.3895835876464844
banish,V229,2b,(a) Agent-Patient,Bob was banished by Wendy,Wendy banished Bob,-31.91667938232422,-31.03959846496582,-0.8770809173583984
believe,V371,2a,(c) Experiencer-Theme,Bob was believed by Wendy,Wendy believed Bob,-26.30484390258789,-29.244964599609375,2.9401206970214844
bite,V198,2a,(a) Agent-Patient,Bob was bitten by Wendy,Wendy bit Bob,-26.388986587524414,-29.58599853515625,3.197011947631836
bother,V308,2a,(b) Theme-Experiencer,Bob was bothered by Wendy,Wendy bothered Bob,-33.389488220214844,-31.975988388061523,-1.4134998321533203
call,V262,2a,(a) Agent-Patient,Bob was called by Wendy,Wendy called Bob,-23.142898559570312,-26.091764450073242,2.9488658905029297
calm,V309,2b,(b) Theme-Experiencer,Bob was calmed by Wendy,Wendy calmed Bob,-35.301918029785156,-36.550567626953125,1.2486495971679688
capture,V154,2b,(a) Agent-Patient,Bob was captured by Wendy,Wendy captured Bob,-27.801700592041016,-24.900480270385742,-2.9012203216552734
carry,V179,2b,(a) Agent-Patient,Bob was carried by Wendy,Wendy carried Bob,-28.55005645751953,-28.49443817138672,-0.0556182861328125
catch,V184,2b,(a) Agent-Patient,Bob was caught by Wendy,Wendy caught Bob,-27.008560180664062,-26.035728454589844,-0.9728317260742188
chase,V289,2b,(a) Agent-Patient,Bob was chased by Wendy,Wendy chased Bob,-28.76759147644043,-27.224388122558594,-1.543203353881836
chat to,V265,2a,(a) Agent-Patient,Bob was chatted to by Wendy,Wendy chatted to Bob,-33.65180206298828,-40.73905563354492,7.087253570556641
cheer up,V310,2a,(b) Theme-Experiencer,Bob was cheered up by Wendy,Wendy cheered up Bob,-35.18610763549805,-35.67913055419922,0.4930229187011719
choose,V185,2a,(a) Agent-Patient,Bob was chosen by Wendy,Wendy chose Bob,-28.2679443359375,-26.449024200439453,-1.8189201354980469
claw,V199,2b,(a) Agent-Patient,Bob was clawed by Wendy,Wendy clawed Bob,-33.14723205566406,-33.496551513671875,0.3493194580078125
clean,V173,2b,(a) Agent-Patient,Bob was cleaned by Wendy,Wendy cleaned Bob,-32.3682861328125,-32.22077560424805,-0.14751052856445312
comfort,V311,2a,(b) Theme-Experiencer,Bob was comforted by Wendy,Wendy comforted Bob,-32.86744689941406,-31.58924102783203,-1.2782058715820312
compliment,V233,2a,(a) Agent-Patient,Bob was complimented by Wendy,Wendy complimented Bob,-30.609806060791016,-31.260154724121094,0.6503486633300781
congratulate,V234,2b,(a) Agent-Patient,Bob was congratulated by Wendy,Wendy congratulated Bob,-30.15735626220703,-33.57245635986328,3.41510009765625
converse with,V266,2b,(a) Agent-Patient,Bob was conversed with by Wendy,Wendy conversed with Bob,-37.66616439819336,-49.519500732421875,11.853336334228516
cooperate with,V249,2b,(a) Agent-Patient,Bob was cooperated with by Wendy,Wendy cooperated with Bob,-32.433937072753906,-37.19033432006836,4.756397247314453
copy,V212,2a,(a) Agent-Patient,Bob was copied by Wendy,Wendy copied Bob,-28.69612693786621,-28.91139030456543,0.21526336669921875
court,V253,2b,(a) Agent-Patient,Bob was courted by Wendy,Wendy courted Bob,-31.95864486694336,-30.74559783935547,-1.2130470275878906
cover,V168,2b,(a) Agent-Patient,Bob was covered by Wendy,Wendy covered Bob,-30.42365264892578,-28.383075714111328,-2.040576934814453
criticize,V241,2a,(a) Agent-Patient,Bob was criticized by Wendy,Wendy criticized Bob,-27.089792251586914,-28.03182601928711,0.9420337677001953
crush,V157,2b,(a) Agent-Patient,Bob was crushed by Wendy,Wendy crushed Bob,-31.05249786376953,-29.295576095581055,-1.7569217681884766
cuddle,V254,2a,(a) Agent-Patient,Bob was cuddled by Wendy,Wendy cuddled Bob,-36.444828033447266,-38.470035552978516,2.02520751953125
cut,V210,2a,(a) Agent-Patient,Bob was cut by Wendy,Wendy cut Bob,-27.293628692626953,-28.53040313720703,1.2367744445800781
date,V255,2b,(a) Agent-Patient,Bob was dated by Wendy,Wendy dated Bob,-30.756572723388672,-31.20983123779297,0.4532585144042969
dazzle,V312,2b,(b) Theme-Experiencer,Bob was dazzled by Wendy,Wendy dazzled Bob,-34.84239196777344,-36.671348571777344,1.8289566040039062
depress,V313,2a,(b) Theme-Experiencer,Bob was depressed by Wendy,Wendy depressed Bob,-32.346824645996094,-31.991832733154297,-0.3549919128417969
desert,V287,2b,(a) Agent-Patient,Bob was deserted by Wendy,Wendy deserted Bob,-30.416458129882812,-33.07346725463867,2.6570091247558594
despise,V383,2a,(c) Experiencer-Theme,Bob was despised by Wendy,Wendy despised Bob,-32.772315979003906,-34.102317810058594,1.3300018310546875
detest,V384,2b,(c) Experiencer-Theme,Bob was detested by Wendy,Wendy detested Bob,-34.9278564453125,-37.983848571777344,3.0559921264648438
disagree with,V250,2a,(a) Agent-Patient,Bob was disagreed with by Wendy,Wendy disagreed with Bob,-30.657907485961914,-37.821632385253906,7.163724899291992
discover,V354,2a,(c) Experiencer-Theme,Bob was discovered by Wendy,Wendy discovered Bob,-27.378334045410156,-24.7439022064209,-2.634431838989258
disgust,V314,2a,(b) Theme-Experiencer,Bob was disgusted by Wendy,Wendy disgusted Bob,-33.849029541015625,-30.834625244140625,-3.014404296875
dislike,V385,2a,(c) Experiencer-Theme,Bob was disliked by Wendy,Wendy disliked Bob,-32.898529052734375,-33.14836883544922,0.24983978271484375
dispatch,V275,2a,(a) Agent-Patient,Bob was dispatched by Wendy,Wendy dispatched Bob,-31.492544174194336,-29.889583587646484,-1.6029605865478516
distract,V315,2b,(b) Theme-Experiencer,Bob was distracted by Wendy,Wendy distracted Bob,-32.819305419921875,-29.64105224609375,-3.178253173828125
distrust,V386,2b,(c) Experiencer-Theme,Bob was distrusted by Wendy,Wendy distrusted Bob,-35.57661056518555,-39.11265563964844,3.5360450744628906
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy,Wendy disturbed Bob,-32.592262268066406,-30.78527069091797,-1.8069915771484375
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy,Wendy divorced Bob,-32.42527389526367,-32.49195861816406,0.06668472290039062
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy,Wendy dodged Bob,-32.506317138671875,-36.53018569946289,4.023868560791016
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy,Wendy dragged Bob,-30.032825469970703,-31.27662467956543,1.2437992095947266
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy,Wendy dreaded Bob,-29.6907901763916,-36.00983428955078,6.31904411315918
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy,Wendy dressed Bob,-32.17782974243164,-31.909748077392578,-0.2680816650390625
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy,Wendy dropped Bob,-29.25640106201172,-26.451568603515625,-2.8048324584960938
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy,Wendy drowned Bob,-33.05360412597656,-32.212799072265625,-0.8408050537109375
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy,Wendy ate Bob,-29.596054077148438,-29.0947208404541,-0.5013332366943359
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy,Wendy eliminated Bob,-29.082685470581055,-32.09215545654297,3.009469985961914
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy,Wendy eluded Bob,-32.39459228515625,-34.73155975341797,2.3369674682617188
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy,Wendy embarassed Bob,-37.92639923095703,-40.078086853027344,2.1516876220703125
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy,Wendy embraced Bob,-29.056175231933594,-32.212154388427734,3.1559791564941406
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy,Wendy encouraged Bob,-30.66152572631836,-28.531150817871094,-2.1303749084472656
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy,Wendy enraged Bob,-31.85763931274414,-31.22397232055664,-0.6336669921875
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy,Wendy entertained Bob,-32.10169982910156,-31.18976402282715,-0.9119358062744141
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy,Wendy envied Bob,-33.58526611328125,-36.975799560546875,3.390533447265625
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy,Wendy escorted Bob,-34.78474044799805,-29.503841400146484,-5.2808990478515625
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy,Wendy examined Bob,-29.593080520629883,-28.421689987182617,-1.1713905334472656
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy,Wendy excused Bob,-33.164703369140625,-34.58945083618164,1.4247474670410156
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy,Wendy executed Bob,-30.719879150390625,-28.600601196289062,-2.1192779541015625
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy,Wendy expelled Bob,-32.34939956665039,-31.89006805419922,-0.4593315124511719
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy,Wendy fascinated Bob,-31.195640563964844,-28.651447296142578,-2.5441932678222656
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy,Wendy feared Bob,-30.35883331298828,-31.314428329467773,0.9555950164794922
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy,Wendy fed Bob,-30.762069702148438,-28.513530731201172,-2.2485389709472656
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy,Wendy filmed Bob,-30.682451248168945,-28.981163024902344,-1.7012882232666016
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-39.970149993896484,-34.38356399536133,-5.586585998535156
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-39.970149993896484,-34.38356399536133,-5.586585998535156
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy,Wendy followed Bob,-27.665584564208984,-26.609149932861328,-1.0564346313476562
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy,Wendy forgave Bob,-38.560081481933594,-30.67401885986328,-7.8860626220703125
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy,Wendy forgot Bob,-31.67505645751953,-29.607040405273438,-2.0680160522460938
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy,Wendy fought Bob,-27.412803649902344,-32.24150466918945,4.828701019287109
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy,Wendy found Bob,-27.579486846923828,-24.054874420166016,-3.5246124267578125
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy,Wendy frightened Bob,-33.254337310791016,-30.886314392089844,-2.368022918701172
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy,Wendy gazed at Bob,-34.16981506347656,-42.975830078125,8.806015014648438
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy,Wendy glimpsed Bob,-33.77207946777344,-39.73973083496094,5.9676513671875
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy,Wendy gossiped with Bob,-40.32052230834961,-49.483856201171875,9.163333892822266
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy,Wendy grabbed Bob,-29.007055282592773,-26.49503517150879,-2.5120201110839844
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy,Wendy greeted Bob,-29.269847869873047,-28.632835388183594,-0.6370124816894531
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy,Wendy groomed Bob,-32.23546600341797,-33.81544876098633,1.5799827575683594
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy,Wendy guided Bob,-31.588144302368164,-29.75747299194336,-1.8306713104248047
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy,Wendy hated Bob,-28.326377868652344,-30.530895233154297,2.204517364501953
hear,V348,2b,(c) Experiencer-Theme,Bob was heard by Wendy,Wendy heard Bob,-27.094356536865234,-27.804941177368164,0.7105846405029297
hold,V188,2a,(a) Agent-Patient,Bob was held by Wendy,Wendy held Bob,-28.335180282592773,-26.4432430267334,-1.891937255859375
help,V300,2b,(a) Agent-Patient,Bob was helped by Wendy,Wendy helped Bob,-26.636131286621094,-26.189220428466797,-0.4469108581542969
hide,V189,2b,(a) Agent-Patient,Bob was hidden by Wendy,Wendy hid Bob,-32.89867401123047,-30.27953338623047,-2.619140625
hit,V191,2b,(a) Agent-Patient,Bob was hit by Wendy,Wendy hit Bob,-26.840242385864258,-26.776365280151367,-0.06387710571289062
hoist,V159,2a,(a) Agent-Patient,Bob was hoisted by Wendy,Wendy hoisted Bob,-32.21197509765625,-32.38936233520508,0.17738723754882812
horrify,V323,2b,(b) Theme-Experiencer,Bob was horrified by Wendy,Wendy horrified Bob,-31.064407348632812,-31.373321533203125,0.3089141845703125
hug,V257,2a,(a) Agent-Patient,Bob was hugged by Wendy,Wendy hugged Bob,-30.37592315673828,-30.140308380126953,-0.23561477661132812
hurt,V272,2a,(a) Agent-Patient,Bob was hurt by Wendy,Wendy hurt Bob,-28.613449096679688,-29.34635353088379,0.7329044342041016
idolize,V372,2b,(c) Experiencer-Theme,Bob was idolized by Wendy,Wendy idolized Bob,-33.998748779296875,-38.452484130859375,4.4537353515625
ignore,V349,2b,(c) Experiencer-Theme,Bob was ignored by Wendy,Wendy ignored Bob,-28.640357971191406,-29.703413009643555,1.0630550384521484
impress,V324,2a,(b) Theme-Experiencer,Bob was impressed by Wendy,Wendy impressed Bob,-27.8876953125,-26.84473419189453,-1.0429611206054688
infuriate,V325,2a,(b) Theme-Experiencer,Bob was infuriated by Wendy,Wendy infuriated Bob,-30.808500289916992,-31.76534652709961,0.9568462371826172
inspect,V357,2b,(c) Experiencer-Theme,Bob was inspected by Wendy,Wendy inspected Bob,-31.44637680053711,-35.64448165893555,4.1981048583984375
instruct,V269,2b,(a) Agent-Patient,Bob was instructed by Wendy,Wendy instructed Bob,-30.026409149169922,-28.785804748535156,-1.2406044006347656
insult,V242,2b,(a) Agent-Patient,Bob was insulted by Wendy,Wendy insulted Bob,-31.150089263916016,-32.19474792480469,1.0446586608886719
investigate,V358,2a,(c) Experiencer-Theme,Bob was investigated by Wendy,Wendy investigated Bob,-29.837200164794922,-29.94904899597168,0.11184883117675781
irritate,V326,2b,(b) Theme-Experiencer,Bob was irritated by Wendy,Wendy irritated Bob,-31.55473518371582,-31.291635513305664,-0.26309967041015625
kick,V192,2a,(a) Agent-Patient,Bob was kicked by Wendy,Wendy kicked Bob,-30.2425537109375,-28.547771453857422,-1.6947822570800781
kill,V278,2b,(a) Agent-Patient,Bob was killed by Wendy,Wendy killed Bob,-26.9934139251709,-24.473100662231445,-2.520313262939453
kiss,V204,2b,(a) Agent-Patient,Bob was kissed by Wendy,Wendy kissed Bob,-31.449323654174805,-33.921382904052734,2.4720592498779297
knife,V282,2b,(a) Agent-Patient,Bob was knifed by Wendy,Wendy knifed Bob,-35.40321350097656,-38.558597564697266,3.155384063720703
knock,V193,2b,(a) Agent-Patient,Bob was knocked by Wendy,Wendy knocked Bob,-30.62295150756836,-31.849716186523438,1.2267646789550781
know,V373,2b,(c) Experiencer-Theme,Bob was known by Wendy,Wendy knew Bob,-24.67862319946289,-28.15504264831543,3.476419448852539
lead,V299,2b,(a) Agent-Patient,Bob was led by Wendy,Wendy led Bob,-30.48592185974121,-25.357715606689453,-5.128206253051758
leave,V222,2a,(a) Agent-Patient,Bob was left by Wendy,Wendy left Bob,-28.710357666015625,-25.299476623535156,-3.4108810424804688
lick,V205,2a,(a) Agent-Patient,Bob was licked by Wendy,Wendy licked Bob,-34.78097915649414,-36.80144500732422,2.020465850830078
lift,V160,2b,(a) Agent-Patient,Bob was lifted by Wendy,Wendy lifted Bob,-31.428783416748047,-30.40559959411621,-1.023183822631836
like,V374,2a,(c) Experiencer-Theme,Bob was liked by Wendy,Wendy liked Bob,-28.064937591552734,-28.24645233154297,0.18151473999023438
listen to,V367,2a,(c) Experiencer-Theme,Bob was listened to by Wendy,Wendy listened to Bob,-28.36678695678711,-32.16837692260742,3.8015899658203125
loathe,V392,2b,(c) Experiencer-Theme,Bob was loathed by Wendy,Wendy loathed Bob,-33.2775764465332,-34.994808197021484,1.7172317504882812
look at,V368,2b,(c) Experiencer-Theme,Bob was looked at by Wendy,Wendy looked at Bob,-27.169578552246094,-30.248228073120117,3.0786495208740234
love,V375,2b,(c) Experiencer-Theme,Bob was loved by Wendy,Wendy loved Bob,-25.376605987548828,-28.030942916870117,2.654336929321289
lower,V161,2a,(a) Agent-Patient,Bob was lowered by Wendy,Wendy lowered Bob,-31.65545654296875,-31.71347427368164,0.058017730712890625
marry,V258,2a,(a) Agent-Patient,Bob was married by Wendy,Wendy married Bob,-27.568130493164062,-31.093721389770508,3.5255908966064453
meet,V260,2a,(a) Agent-Patient,Bob was met by Wendy,Wendy met Bob,-27.566333770751953,-28.043838500976562,0.4775047302246094
