Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
spray,V166,2a,(a) Agent-Patient,Wendy was sprayed by Bob,Bob sprayed Wendy,-22.49610137939453,-25.401689529418945,2.905588150024414
spin,V163,2b,(a) Agent-Patient,Wendy was spun by Bob,Bob spun Wendy,-22.049278259277344,-27.66996192932129,5.620683670043945
squabble with,V252,2b,(a) Agent-Patient,Wendy was squabbled with by Bob,Bob squabbled with Wendy,-26.23322868347168,-32.40382385253906,6.170595169067383
squash,V217,2a,(a) Agent-Patient,Wendy was squashed by Bob,Bob squashed Wendy,-22.738616943359375,-28.852636337280273,6.114019393920898
squeeze,V218,2b,(a) Agent-Patient,Wendy was squeezed by Bob,Bob squeezed Wendy,-22.08596420288086,-27.069726943969727,4.983762741088867
squirt,V167,2b,(a) Agent-Patient,Wendy was squirted by Bob,Bob squirted Wendy,-23.27116584777832,-29.38518524169922,6.114019393920898
squish,V219,2a,(a) Agent-Patient,Wendy was squished by Bob,Bob squished Wendy,-23.27116584777832,-29.38518524169922,6.114019393920898
stab,V283,2a,(a) Agent-Patient,Wendy was stabbed by Bob,Bob stabbed Wendy,-22.080490112304688,-25.60822296142578,3.5277328491210938
stain,V014,2b,(a) Agent-Patient,The shirt was stained by Bob,Bob stained the shirt,-22.310197830200195,-30.598356246948242,8.288158416748047
stammer,V100,2a,(a) Agent-Patient,The answer was stammered by Bob,Bob stammered the answer,-22.37860870361328,-32.715824127197266,10.337215423583984
staple,V053,2a,(a) Agent-Patient,The card was stapled by Bob,Bob stapled the card,-21.983760833740234,-32.545982360839844,10.56222152709961
stare at,V369,2b,(c) Experiencer-Theme,Wendy was stared at by Bob,Bob stared at Wendy,-23.35802459716797,-29.585670471191406,6.2276458740234375
start,V152,2b,(a) Agent-Patient,The journey was started by Bob,Bob started the journey,-20.507986068725586,-28.42251205444336,7.914525985717773
startle,V336,2b,(b) Theme-Experiencer,Wendy was startled by Bob,Bob startled Wendy,-22.306285858154297,-24.70633316040039,2.4000473022460938
steal,V024,2b,(a) Agent-Patient,The ring was stolen by Bob,Bob stole the ring,-20.8453426361084,-28.716081619262695,7.870738983154297
stop,V226,2a,(a) Agent-Patient,Wendy was stopped by Bob,Bob stopped Wendy,-21.382068634033203,-24.393592834472656,3.011524200439453
store,V042,2b,(a) Agent-Patient,The paperwork was stored by Bob,Bob stored the paperwork,-21.92223358154297,-30.06184196472168,8.139608383178711
strangle,V284,2b,(a) Agent-Patient,Wendy was strangled by Bob,Bob strangled Wendy,-22.329307556152344,-26.112003326416016,3.782695770263672
stroke,V207,2b,(a) Agent-Patient,Wendy was stroked by Bob,Bob stroked Wendy,-22.729530334472656,-28.843547821044922,6.114017486572266
study,V039,2b,(a) Agent-Patient,The map was studied by Bob,Bob studied the map,-20.339580535888672,-28.946231842041016,8.606651306152344
stun,V337,2a,(b) Theme-Experiencer,Wendy was stunned by Bob,Bob stunned Wendy,-21.943674087524414,-25.027923583984375,3.084249496459961
succumb to,V403,2b,(d) Other Passivizable,The pressure was succumbed to by Bob,Bob succumbed to the pressure,-22.035144805908203,-33.240745544433594,11.20560073852539
suck,V114,2a,(a) Agent-Patient,The lollipop was sucked by Bob,Bob sucked the lollipop,-23.58233070373535,-33.131771087646484,9.549440383911133
suffocate,V285,2a,(a) Agent-Patient,Wendy was suffocated by Bob,Bob suffocated Wendy,-23.073095321655273,-29.187114715576172,6.114019393920898
suggest,V423,2a,(d) Other Passivizable,The holiday was suggested by Bob,Bob suggested the holiday,-20.47585678100586,-29.132343292236328,8.656486511230469
support,V378,2a,(c) Experiencer-Theme,Wendy was supported by Bob,Bob supported Wendy,-21.4117374420166,-23.694442749023438,2.282705307006836
surprise,V338,2b,(b) Theme-Experiencer,Wendy was surprised by Bob,Bob surprised Wendy,-21.816516876220703,-24.265743255615234,2.4492263793945312
swallow,V117,2b,(a) Agent-Patient,The medicine was swallowed by Bob,Bob swallowed the medicine,-22.61324691772461,-32.634002685546875,10.020755767822266
sweep,V023,2a,(a) Agent-Patient,The room was swept by Bob,Bob swept the room,-20.556428909301758,-30.63363265991211,10.077203750610352
tail,V293,2a,(a) Agent-Patient,Wendy was tailed by Bob,Bob tailed Wendy,-22.931575775146484,-27.729528427124023,4.797952651977539
talk to,V264,2a,(a) Agent-Patient,Wendy was talked to by Bob,Bob talked to Wendy,-23.012340545654297,-28.774778366088867,5.76243782043457
tap,V195,2a,(a) Agent-Patient,Wendy was tapped by Bob,Bob tapped Wendy,-22.208484649658203,-24.75208854675293,2.5436038970947266
taste,V397,2b,(c) Experiencer-Theme,The sauce was tasted by Bob,Bob tasted the sauce,-22.565092086791992,-32.90644073486328,10.341348648071289
teach,V227,2a,(a) Agent-Patient,Wendy was taught by Bob,Bob taught Wendy,-21.756187438964844,-24.55126190185547,2.795074462890625
tease,V339,2b,(b) Theme-Experiencer,Wendy was teased by Bob,Bob teased Wendy,-22.109458923339844,-26.322649002075195,4.213190078735352
terrify,V340,2a,(b) Theme-Experiencer,Wendy was terrified by Bob,Bob terrified Wendy,-22.044937133789062,-25.575124740600586,3.5301876068115234
terrorize,V341,2b,(b) Theme-Experiencer,Wendy was terrorized by Bob,Bob terrorized Wendy,-22.79212760925293,-28.906147003173828,6.114019393920898
thank,V239,2b,(a) Agent-Patient,Wendy was thanked by Bob,Bob thanked Wendy,-22.164337158203125,-28.278352737426758,6.114015579223633
threaten,V342,2b,(b) Theme-Experiencer,Wendy was threatened by Bob,Bob threatened Wendy,-21.700618743896484,-25.27813720703125,3.5775184631347656
throw,V190,2b,(a) Agent-Patient,Wendy was thrown by Bob,Bob threw Wendy,-21.717533111572266,-25.519920349121094,3.802387237548828
thump,V196,2a,(a) Agent-Patient,Wendy was thumped by Bob,Bob thumped Wendy,-23.073095321655273,-29.187114715576172,6.114019393920898
tickle,V208,2a,(a) Agent-Patient,Wendy was tickled by Bob,Bob tickled Wendy,-22.79212760925293,-25.642581939697266,2.850454330444336
tie,V054,2b,(a) Agent-Patient,The bow was tied by Bob,Bob tied the bow,-20.954421997070312,-29.664081573486328,8.709659576416016
toast,V142,2a,(a) Agent-Patient,The sandwich was toasted by Bob,Bob toasted the sandwich,-22.287158966064453,-33.312591552734375,11.025432586669922
tell off,V246,2a,(a) Agent-Patient,Wendy was told off by Bob,Bob told off Wendy,-24.56331443786621,-29.158605575561523,4.5952911376953125
tell,V092,2b,(a) Agent-Patient,The joke was told by Bob,Bob told the joke,-19.723934173583984,-28.829296112060547,9.105361938476562
tolerate,V379,2b,(c) Experiencer-Theme,Wendy was tolerated by Bob,Bob tolerated Wendy,-22.29767417907715,-27.07553482055664,4.777860641479492
take,V025,2a,(a) Agent-Patient,The jewelry was taken by Bob,Bob took the jewelry,-20.736328125,-29.11087989807129,8.374551773071289
tear,V133,2b,(a) Agent-Patient,The paper was torn by Bob,Bob tore the paper,-20.824848175048828,-28.898578643798828,8.07373046875
touch,V209,2b,(a) Agent-Patient,Wendy was touched by Bob,Bob touched Wendy,-21.832263946533203,-24.893888473510742,3.061624526977539
track,V294,2b,(a) Agent-Patient,Wendy was tracked by Bob,Bob tracked Wendy,-21.890560150146484,-24.813716888427734,2.92315673828125
trail,V295,2a,(a) Agent-Patient,Wendy was trailed by Bob,Bob trailed Wendy,-22.441957473754883,-27.58939552307129,5.147438049316406
trap,V170,2a,(a) Agent-Patient,Wendy was trapped by Bob,Bob trapped Wendy,-21.862497329711914,-25.035634994506836,3.173137664794922
trip,V301,2b,(a) Agent-Patient,Wendy was tripped by Bob,Bob tripped Wendy,-22.780986785888672,-28.895004272460938,6.114017486572266
trust,V380,2b,(c) Experiencer-Theme,Wendy was trusted by Bob,Bob trusted Wendy,-21.81925392150879,-27.568843841552734,5.749589920043945
twist,V012,2b,(a) Agent-Patient,The string was twisted by Bob,Bob twisted the string,-21.867267608642578,-31.527061462402344,9.659793853759766
type,V065,2b,(a) Agent-Patient,The article was typed by Bob,Bob typed the article,-21.460180282592773,-32.04328155517578,10.583101272583008
unbolt,V057,2b,(a) Agent-Patient,The door was unbolted by Bob,Bob unbolted the door,-23.560691833496094,-33.09792709350586,9.537235260009766
understand,V381,2b,(c) Experiencer-Theme,Wendy was understood by Bob,Bob understood Wendy,-21.780323028564453,-26.147245407104492,4.366922378540039
undergo,V402,2a,(d) Other Passivizable,The ordeal was undergone by Bob,Bob underwent the ordeal,-21.610698699951172,-34.049232482910156,12.438533782958984
unlock,V058,2a,(a) Agent-Patient,The bike was unlocked by Bob,Bob unlocked the bike,-21.482131958007812,-31.252208709716797,9.770076751708984
untie,V211,2a,(a) Agent-Patient,Wendy was untied by Bob,Bob untied Wendy,-23.073095321655273,-29.187114715576172,6.114019393920898
unzip,V059,2b,(a) Agent-Patient,The jacket was unzipped by Bob,Bob unzipped the jacket,-22.43106460571289,-33.07587432861328,10.64480972290039
upset,V343,2a,(b) Theme-Experiencer,Wendy was upset by Bob,Bob upset Wendy,-21.73210906982422,-25.271902084350586,3.539793014526367
varnish,V061,2b,(a) Agent-Patient,The table was varnished by Bob,Bob varnished the table,-22.8853759765625,-33.02260971069336,10.13723373413086
visit,V261,2a,(a) Agent-Patient,Wendy was visited by Bob,Bob visited Wendy,-21.504192352294922,-23.948299407958984,2.4441070556640625
want,V399,2b,(c) Experiencer-Theme,The drink was wanted by Bob,Bob wanted the drink,-20.651931762695312,-30.826068878173828,10.174137115478516
warn,V270,2b,(a) Agent-Patient,Wendy was warned by Bob,Bob warned Wendy,-21.560144424438477,-26.989852905273438,5.429708480834961
abandon,V286,2a,(a) Agent-Patient,Bob was abandonned by Wendy,Wendy abandonned Bob,-23.282997131347656,-29.397014617919922,6.114017486572266
accompany,V296,2a,(a) Agent-Patient,Bob was accompanied by Wendy,Wendy accompanied Bob,-22.082626342773438,-23.323999404907227,1.241373062133789
admire,V346,2a,(c) Experiencer-Theme,Bob was admired by Wendy,Wendy admired Bob,-22.14226722717285,-26.883821487426758,4.741554260253906
adore,V347,2b,(c) Experiencer-Theme,Bob was adored by Wendy,Wendy adored Bob,-22.441957473754883,-28.55597496032715,6.114017486572266
advise,V268,2a,(a) Agent-Patient,Bob was advised by Wendy,Wendy advised Bob,-21.813615798950195,-25.26445960998535,3.4508438110351562
aggravate,V302,2b,(b) Theme-Experiencer,Bob was aggravated by Wendy,Wendy aggravated Bob,-22.250244140625,-25.686330795288086,3.436086654663086
agree with,V247,2b,(a) Agent-Patient,Bob was agreed with by Wendy,Wendy agreed with Bob,-22.60165786743164,-27.664913177490234,5.063255310058594
amaze,V303,2a,(b) Theme-Experiencer,Bob was amazed by Wendy,Wendy amazed Bob,-22.417770385742188,-25.588464736938477,3.170694351196289
amuse,V304,2b,(b) Theme-Experiencer,Bob was amused by Wendy,Wendy amused Bob,-22.3113956451416,-25.462186813354492,3.1507911682128906
anger,V305,2a,(b) Theme-Experiencer,Bob was angered by Wendy,Wendy angered Bob,-22.28057861328125,-24.372371673583984,2.0917930603027344
annoy,V306,2b,(b) Theme-Experiencer,Bob was annoyed by Wendy,Wendy annoyed Bob,-22.145151138305664,-25.10002899169922,2.9548778533935547
appluad,V220,2b,(a) Agent-Patient,Bob was appluaded by Wendy,Wendy appluaded Bob,-23.282997131347656,-29.397014617919922,6.114017486572266
appreciate,V370,2a,(c) Experiencer-Theme,Bob was appreciated by Wendy,Wendy appreciated Bob,-22.046850204467773,-26.923006057739258,4.876155853271484
argue with,V248,2a,(a) Agent-Patient,Bob was argued with by Wendy,Wendy argued with Bob,-23.7775936126709,-29.968181610107422,6.190587997436523
assassinate,V228,2b,(a) Agent-Patient,Bob was assassinated by Wendy,Wendy assassinated Bob,-22.39039421081543,-24.46417236328125,2.0737781524658203
astonish,V307,2a,(b) Theme-Experiencer,Bob was astonished by Wendy,Wendy astonished Bob,-22.44539451599121,-25.546493530273438,3.1010990142822266
avoid,V223,2a,(a) Agent-Patient,Bob was avoided by Wendy,Wendy avoided Bob,-21.768150329589844,-25.584260940551758,3.816110610961914
banish,V229,2b,(a) Agent-Patient,Bob was banished by Wendy,Wendy banished Bob,-22.40180015563965,-27.68887710571289,5.287076950073242
believe,V371,2a,(c) Experiencer-Theme,Bob was believed by Wendy,Wendy believed Bob,-21.565998077392578,-25.20634651184082,3.640348434448242
bite,V198,2a,(a) Agent-Patient,Bob was bitten by Wendy,Wendy bit Bob,-21.469074249267578,-24.83655548095703,3.367481231689453
bother,V308,2a,(b) Theme-Experiencer,Bob was bothered by Wendy,Wendy bothered Bob,-22.19200325012207,-25.273029327392578,3.081026077270508
call,V262,2a,(a) Agent-Patient,Bob was called by Wendy,Wendy called Bob,-20.706388473510742,-24.35977554321289,3.6533870697021484
calm,V309,2b,(b) Theme-Experiencer,Bob was calmed by Wendy,Wendy calmed Bob,-22.655147552490234,-28.769166946411133,6.114019393920898
capture,V154,2b,(a) Agent-Patient,Bob was captured by Wendy,Wendy captured Bob,-21.516626358032227,-23.673583984375,2.1569576263427734
carry,V179,2b,(a) Agent-Patient,Bob was carried by Wendy,Wendy carried Bob,-21.626867294311523,-24.53874397277832,2.911876678466797
catch,V184,2b,(a) Agent-Patient,Bob was caught by Wendy,Wendy caught Bob,-21.543254852294922,-24.2573299407959,2.7140750885009766
chase,V289,2b,(a) Agent-Patient,Bob was chased by Wendy,Wendy chased Bob,-22.214929580688477,-27.733478546142578,5.518548965454102
chat to,V265,2a,(a) Agent-Patient,Bob was chatted to by Wendy,Wendy chatted to Bob,-24.86289405822754,-31.034391403198242,6.171497344970703
cheer up,V310,2a,(b) Theme-Experiencer,Bob was cheered up by Wendy,Wendy cheered up Bob,-25.971921920776367,-31.074626922607422,5.102705001831055
choose,V185,2a,(a) Agent-Patient,Bob was chosen by Wendy,Wendy chose Bob,-21.644107818603516,-24.786252975463867,3.1421451568603516
claw,V199,2b,(a) Agent-Patient,Bob was clawed by Wendy,Wendy clawed Bob,-23.27116584777832,-29.38518524169922,6.114019393920898
clean,V173,2b,(a) Agent-Patient,Bob was cleaned by Wendy,Wendy cleaned Bob,-22.238990783691406,-27.256420135498047,5.017429351806641
comfort,V311,2a,(b) Theme-Experiencer,Bob was comforted by Wendy,Wendy comforted Bob,-22.468046188354492,-25.378908157348633,2.9108619689941406
compliment,V233,2a,(a) Agent-Patient,Bob was complimented by Wendy,Wendy complimented Bob,-22.455495834350586,-26.726219177246094,4.270723342895508
congratulate,V234,2b,(a) Agent-Patient,Bob was congratulated by Wendy,Wendy congratulated Bob,-22.426654815673828,-27.54466438293457,5.118009567260742
converse with,V266,2b,(a) Agent-Patient,Bob was conversed with by Wendy,Wendy conversed with Bob,-26.221399307250977,-32.39199447631836,6.170595169067383
cooperate with,V249,2b,(a) Agent-Patient,Bob was cooperated with by Wendy,Wendy cooperated with Bob,-23.66724967956543,-29.837844848632812,6.170595169067383
copy,V212,2a,(a) Agent-Patient,Bob was copied by Wendy,Wendy copied Bob,-22.098373413085938,-25.039457321166992,2.9410839080810547
court,V253,2b,(a) Agent-Patient,Bob was courted by Wendy,Wendy courted Bob,-22.426654815673828,-26.725860595703125,4.299205780029297
cover,V168,2b,(a) Agent-Patient,Bob was covered by Wendy,Wendy covered Bob,-21.586313247680664,-24.103145599365234,2.5168323516845703
criticize,V241,2a,(a) Agent-Patient,Bob was criticized by Wendy,Wendy criticized Bob,-21.740026473999023,-24.458051681518555,2.7180252075195312
crush,V157,2b,(a) Agent-Patient,Bob was crushed by Wendy,Wendy crushed Bob,-21.998746871948242,-24.33719253540039,2.3384456634521484
cuddle,V254,2a,(a) Agent-Patient,Bob was cuddled by Wendy,Wendy cuddled Bob,-23.282997131347656,-29.397014617919922,6.114017486572266
cut,V210,2a,(a) Agent-Patient,Bob was cut by Wendy,Wendy cut Bob,-21.335391998291016,-24.973512649536133,3.638120651245117
date,V255,2b,(a) Agent-Patient,Bob was dated by Wendy,Wendy dated Bob,-21.78702735900879,-26.08407211303711,4.29704475402832
dazzle,V312,2b,(b) Theme-Experiencer,Bob was dazzled by Wendy,Wendy dazzled Bob,-22.85800552368164,-25.423093795776367,2.5650882720947266
depress,V313,2a,(b) Theme-Experiencer,Bob was depressed by Wendy,Wendy depressed Bob,-21.893535614013672,-27.182098388671875,5.288562774658203
desert,V287,2b,(a) Agent-Patient,Bob was deserted by Wendy,Wendy deserted Bob,-22.23157501220703,-26.835716247558594,4.6041412353515625
despise,V383,2a,(c) Experiencer-Theme,Bob was despised by Wendy,Wendy despised Bob,-22.35345458984375,-25.925920486450195,3.5724658966064453
detest,V384,2b,(c) Experiencer-Theme,Bob was detested by Wendy,Wendy detested Bob,-23.27116584777832,-29.38518524169922,6.114019393920898
disagree with,V250,2a,(a) Agent-Patient,Bob was disagreed with by Wendy,Wendy disagreed with Bob,-22.980648040771484,-29.1512451171875,6.170597076416016
discover,V354,2a,(c) Experiencer-Theme,Bob was discovered by Wendy,Wendy discovered Bob,-21.513986587524414,-24.099220275878906,2.585233688354492
disgust,V314,2a,(b) Theme-Experiencer,Bob was disgusted by Wendy,Wendy disgusted Bob,-22.369415283203125,-25.169416427612305,2.8000011444091797
dislike,V385,2a,(c) Experiencer-Theme,Bob was disliked by Wendy,Wendy disliked Bob,-22.522083282470703,-28.63610076904297,6.114017486572266
dispatch,V275,2a,(a) Agent-Patient,Bob was dispatched by Wendy,Wendy dispatched Bob,-22.307140350341797,-28.421157836914062,6.114017486572266
distract,V315,2b,(b) Theme-Experiencer,Bob was distracted by Wendy,Wendy distracted Bob,-22.122127532958984,-26.26702880859375,4.144901275634766
distrust,V386,2b,(c) Experiencer-Theme,Bob was distrusted by Wendy,Wendy distrusted Bob,-23.27116584777832,-29.38518524169922,6.114019393920898
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy,Wendy disturbed Bob,-22.13818359375,-25.87797737121582,3.7397937774658203
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy,Wendy divorced Bob,-21.99397850036621,-27.136089324951172,5.142110824584961
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy,Wendy dodged Bob,-22.543249130249023,-28.65726661682129,6.114017486572266
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy,Wendy dragged Bob,-22.003162384033203,-25.93891716003418,3.9357547760009766
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy,Wendy dreaded Bob,-22.470205307006836,-28.5842227935791,6.114017486572266
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy,Wendy dressed Bob,-21.969337463378906,-26.518062591552734,4.548725128173828
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy,Wendy dropped Bob,-21.484634399414062,-24.680856704711914,3.1962223052978516
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy,Wendy drowned Bob,-22.13505744934082,-28.249074935913086,6.114017486572266
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy,Wendy ate Bob,-21.826095581054688,-25.00576400756836,3.179668426513672
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy,Wendy eliminated Bob,-21.95703125,-25.378408432006836,3.421377182006836
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy,Wendy eluded Bob,-22.437589645385742,-28.551607131958008,6.114017486572266
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy,Wendy embarassed Bob,-23.282997131347656,-29.397014617919922,6.114017486572266
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy,Wendy embraced Bob,-21.94835662841797,-25.84056854248047,3.8922119140625
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy,Wendy encouraged Bob,-21.753765106201172,-25.038593292236328,3.2848281860351562
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy,Wendy enraged Bob,-22.303173065185547,-24.920568466186523,2.6173954010009766
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy,Wendy entertained Bob,-22.239429473876953,-25.675830841064453,3.4364013671875
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy,Wendy envied Bob,-22.931575775146484,-27.609012603759766,4.677436828613281
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy,Wendy escorted Bob,-22.275516510009766,-25.573009490966797,3.2974929809570312
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy,Wendy examined Bob,-21.804088592529297,-25.407224655151367,3.6031360626220703
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy,Wendy excused Bob,-22.79212760925293,-28.906147003173828,6.114019393920898
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy,Wendy executed Bob,-21.811199188232422,-24.49358558654785,2.6823863983154297
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy,Wendy expelled Bob,-22.039766311645508,-26.46376609802246,4.423999786376953
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy,Wendy fascinated Bob,-22.712371826171875,-25.0447940826416,2.3324222564697266
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy,Wendy feared Bob,-21.88508415222168,-27.22149658203125,5.33641242980957
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy,Wendy fed Bob,-21.669910430908203,-26.76206398010254,5.092153549194336
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy,Wendy filmed Bob,-21.900344848632812,-24.969573974609375,3.0692291259765625
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-27.235692977905273,-26.868947982788086,-0.3667449951171875
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans,The jeans fitted Bob,-27.235692977905273,-26.868947982788086,-0.3667449951171875
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy,Wendy followed Bob,-21.466699600219727,-23.374393463134766,1.907693862915039
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy,Wendy forgave Bob,-23.073095321655273,-27.683725357055664,4.610630035400391
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy,Wendy forgot Bob,-22.0240478515625,-26.595762252807617,4.571714401245117
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy,Wendy fought Bob,-21.744796752929688,-26.94834327697754,5.203546524047852
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy,Wendy found Bob,-21.00841522216797,-23.858844757080078,2.8504295349121094
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy,Wendy frightened Bob,-22.09217643737793,-27.09575843811035,5.003582000732422
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy,Wendy gazed at Bob,-24.570310592651367,-30.797954559326172,6.227643966674805
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy,Wendy glimpsed Bob,-22.543249130249023,-28.65726661682129,6.114017486572266
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy,Wendy gossiped with Bob,-26.23322868347168,-32.40382385253906,6.170595169067383
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy,Wendy grabbed Bob,-21.924833297729492,-24.895851135253906,2.971017837524414
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy,Wendy greeted Bob,-22.131757736206055,-23.78708267211914,1.655324935913086
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy,Wendy groomed Bob,-22.51626968383789,-26.099851608276367,3.5835819244384766
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy,Wendy guided Bob,-21.829345703125,-24.933971405029297,3.104625701904297
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy,Wendy hated Bob,-21.856637954711914,-26.71467399597168,4.858036041259766
hear,V348,2b,(c) Experiencer-Theme,Bob was heard by Wendy,Wendy heard Bob,-21.543502807617188,-24.622709274291992,3.0792064666748047
hold,V188,2a,(a) Agent-Patient,Bob was held by Wendy,Wendy held Bob,-21.235260009765625,-24.08648109436035,2.8512210845947266
help,V300,2b,(a) Agent-Patient,Bob was helped by Wendy,Wendy helped Bob,-21.262174606323242,-24.725543975830078,3.463369369506836
hide,V189,2b,(a) Agent-Patient,Bob was hidden by Wendy,Wendy hid Bob,-22.112375259399414,-25.491031646728516,3.3786563873291016
hit,V191,2b,(a) Agent-Patient,Bob was hit by Wendy,Wendy hit Bob,-21.104894638061523,-23.636152267456055,2.5312576293945312
hoist,V159,2a,(a) Agent-Patient,Bob was hoisted by Wendy,Wendy hoisted Bob,-22.63368797302246,-27.033924102783203,4.400236129760742
horrify,V323,2b,(b) Theme-Experiencer,Bob was horrified by Wendy,Wendy horrified Bob,-22.30987548828125,-25.145183563232422,2.835308074951172
hug,V257,2a,(a) Agent-Patient,Bob was hugged by Wendy,Wendy hugged Bob,-22.339109420776367,-28.453128814697266,6.114019393920898
hurt,V272,2a,(a) Agent-Patient,Bob was hurt by Wendy,Wendy hurt Bob,-21.625160217285156,-24.813629150390625,3.1884689331054688
idolize,V372,2b,(c) Experiencer-Theme,Bob was idolized by Wendy,Wendy idolized Bob,-23.073095321655273,-29.187114715576172,6.114019393920898
ignore,V349,2b,(c) Experiencer-Theme,Bob was ignored by Wendy,Wendy ignored Bob,-21.737878799438477,-26.175273895263672,4.437395095825195
impress,V324,2a,(b) Theme-Experiencer,Bob was impressed by Wendy,Wendy impressed Bob,-21.999202728271484,-24.241741180419922,2.2425384521484375
infuriate,V325,2a,(b) Theme-Experiencer,Bob was infuriated by Wendy,Wendy infuriated Bob,-22.306594848632812,-27.01335334777832,4.706758499145508
inspect,V357,2b,(c) Experiencer-Theme,Bob was inspected by Wendy,Wendy inspected Bob,-22.27072525024414,-25.63618278503418,3.365457534790039
instruct,V269,2b,(a) Agent-Patient,Bob was instructed by Wendy,Wendy instructed Bob,-21.898807525634766,-24.982891082763672,3.0840835571289062
insult,V242,2b,(a) Agent-Patient,Bob was insulted by Wendy,Wendy insulted Bob,-22.56281280517578,-27.052026748657227,4.489213943481445
investigate,V358,2a,(c) Experiencer-Theme,Bob was investigated by Wendy,Wendy investigated Bob,-21.89984703063965,-24.95246124267578,3.052614212036133
irritate,V326,2b,(b) Theme-Experiencer,Bob was irritated by Wendy,Wendy irritated Bob,-22.4161319732666,-27.155359268188477,4.739227294921875
kick,V192,2a,(a) Agent-Patient,Bob was kicked by Wendy,Wendy kicked Bob,-21.859588623046875,-26.820348739624023,4.960760116577148
kill,V278,2b,(a) Agent-Patient,Bob was killed by Wendy,Wendy killed Bob,-21.356441497802734,-23.55963897705078,2.203197479248047
kiss,V204,2b,(a) Agent-Patient,Bob was kissed by Wendy,Wendy kissed Bob,-22.25403594970703,-28.36805534362793,6.114019393920898
knife,V282,2b,(a) Agent-Patient,Bob was knifed by Wendy,Wendy knifed Bob,-23.27116584777832,-29.38518524169922,6.114019393920898
knock,V193,2b,(a) Agent-Patient,Bob was knocked by Wendy,Wendy knocked Bob,-21.900726318359375,-26.967866897583008,5.067140579223633
know,V373,2b,(c) Experiencer-Theme,Bob was known by Wendy,Wendy knew Bob,-21.52194595336914,-24.479156494140625,2.9572105407714844
lead,V299,2b,(a) Agent-Patient,Bob was led by Wendy,Wendy led Bob,-21.274065017700195,-23.650775909423828,2.376710891723633
leave,V222,2a,(a) Agent-Patient,Bob was left by Wendy,Wendy left Bob,-20.94228172302246,-24.917644500732422,3.975362777709961
lick,V205,2a,(a) Agent-Patient,Bob was licked by Wendy,Wendy licked Bob,-22.931575775146484,-29.04559326171875,6.114017486572266
lift,V160,2b,(a) Agent-Patient,Bob was lifted by Wendy,Wendy lifted Bob,-22.014793395996094,-26.71698760986328,4.7021942138671875
like,V374,2a,(c) Experiencer-Theme,Bob was liked by Wendy,Wendy liked Bob,-21.824874877929688,-25.41023826599121,3.5853633880615234
